id_cliente,nome_cliente,data_servico,veiculo_marca,veiculo_modelo,ano_veiculo,tipo_servico,valor_servico,status_pagamento,satisfacao_cliente
CLI0100,Hugo Silva,2024-03-16,Audi,Q5,2011,Pintura,982.94,Pago,4
CLI0100,Hugo Silva,2023-08-01,Toyota,Yaris,2010,Motor,1192.28,Pago,1
CLI0100,Hugo Silva,2024-02-17,Hyundai,Tucson,2020,Pintura,265.98,Pago,1
CLI0100,Hugo Silva,2023-08-22,Ford,EcoSport,2020,Troca de Óleo,733.27,Pendente,1
CLI0100,Hugo Silva,2024-03-20,Ford,Focus,2012,Troca de Óleo,1361.76,Pago,1
CLI0100,Hugo Silva,2024-10-25,Kia,Cerato,2023,Balanceamento,142.74,Pago,1
CLI0100,Hugo Silva,2024-12-06,Kia,Cerato,2011,Pneus,668.01,Pago,4
CLI0101,Carla Santos,2022-05-04,Kia,Cerato,2015,Pneus,1158.13,Pago,3
CLI0101,Carla Santos,2022-03-06,Honda,CR-V,2012,Suspensão,293.67,Pago,2
CLI0101,Carla Santos,2023-03-26,Chevrolet,Onix,2012,Revisão,1197.03,Pago,4
CLI0101,Carla Santos,2022-06-11,Toyota,RAV4,2011,Troca de Óleo,60.47,Pendente,5
CLI0101,Carla Santos,2022-10-18,Mercedes-Benz,GLA,2021,Freios,348.93,Pago,5
CLI0101,Carla Santos,2023-04-07,Mercedes-Benz,GLC,2012,Balanceamento,1052.93,Pago,4
CLI0102,Hugo Oliveira,2023-02-06,Volkswagen,Virtus,2016,Troca de Óleo,858.68,Pago,5
CLI0102,Hugo Oliveira,2023-02-13,Kia,Rio,2023,Pintura,785.93,Pago,2
CLI0102,Hugo Oliveira,2023-08-18,Toyota,Hilux,2011,Freios,1043.6,Pendente,4
CLI0102,Hugo Oliveira,2024-03-31,Ford,Ranger,2020,Troca de Óleo,128.34,Pago,2
CLI0102,Hugo Oliveira,2024-01-27,Volkswagen,Virtus,2019,Elétrica,112.81,Pago,5
CLI0102,Hugo Oliveira,2023-05-07,Ford,Focus,2017,Pintura,218.29,Pago,4
CLI0102,Hugo Oliveira,2024-07-06,Kia,Rio,2016,Pneus,1133.28,Pago,2
CLI0102,Hugo Oliveira,2023-02-28,BMW,Série 3,2011,Pneus,1119.73,Pago,4
CLI0102,Hugo Oliveira,2023-06-21,Honda,Fit,2019,Elétrica,128.79,Pago,2
CLI0102,Hugo Oliveira,2024-07-24,Audi,Q3,2016,Motor,247.79,Pago,3
CLI0103,Bruno Ribeiro,2023-05-16,BMW,Série 3,2010,Balanceamento,136.49,Pago,4
CLI0103,Bruno Ribeiro,2024-02-02,Mercedes-Benz,GLC,2022,Motor,368.79,Pago,2
CLI0103,Bruno Ribeiro,2024-08-04,Kia,Cerato,2019,Pintura,1289.76,Pago,5
CLI0103,Bruno Ribeiro,2024-03-04,Chevrolet,Cruze,2023,Elétrica,454.8,Pago,2
CLI0103,Bruno Ribeiro,2023-07-01,BMW,Série 1,2019,Pneus,1343.14,Pago,2
CLI0104,Carla Melo,2024-03-13,Toyota,RAV4,2010,Troca de Óleo,1487.35,Pago,5
CLI0104,Carla Melo,2022-09-07,Mercedes-Benz,GLA,2017,Revisão,706.04,Pago,5
CLI0104,Carla Melo,2022-08-16,Mercedes-Benz,GLC,2012,Motor,478.9,Pago,1
CLI0104,Carla Melo,2022-08-20,Audi,A4,2012,Elétrica,1293.99,Pago,1
CLI0104,Carla Melo,2023-11-12,Audi,Q3,2023,Suspensão,318.17,Pago,4
CLI0104,Carla Melo,2024-07-24,Toyota,Corolla,2016,Motor,819.83,Pago,3
CLI0104,Carla Melo,2024-07-18,Kia,Cerato,2022,Revisão,949.66,Pago,1
CLI0104,Carla Melo,2024-01-13,BMW,X1,2011,Suspensão,580.11,Pago,3
CLI0104,Carla Melo,2023-08-14,Ford,Focus,2018,Pneus,250.69,Pago,5
CLI0104,Carla Melo,2022-11-28,Audi,Q3,2022,Pneus,514.67,Pago,5
CLI0104,Carla Melo,2024-06-30,Mercedes-Benz,Classe A,2010,Revisão,590.58,Pago,5
CLI0104,Carla Melo,2024-01-25,Honda,Fit,2021,Pintura,1033.55,Pago,3
CLI0104,Carla Melo,2023-11-09,Kia,Rio,2022,Revisão,323.11,Pago,1
CLI0104,Carla Melo,2022-10-25,Mercedes-Benz,GLC,2014,Revisão,208.58,Pago,2
CLI0104,Carla Melo,2023-12-25,Ford,Ranger,2018,Troca de Óleo,475.1,Pendente,5
CLI0105,Hugo Costa,2023-07-30,Audi,A4,2016,Elétrica,1119.68,Pago,2
CLI0105,Hugo Costa,2023-05-20,Toyota,Hilux,2023,Pintura,984.77,Pago,3
CLI0105,Hugo Costa,2025-01-16,BMW,Série 1,2019,Pintura,1270.77,Pago,3
CLI0105,Hugo Costa,2024-10-17,Ford,Ka,2012,Alinhamento,378.83,Pago,3
CLI0105,Hugo Costa,2023-05-04,Ford,Ka,2014,Elétrica,1436.51,Pago,2
CLI0105,Hugo Costa,2025-03-14,Hyundai,Elantra,2012,Freios,1267.03,Pago,2
CLI0105,Hugo Costa,2023-08-29,Chevrolet,Onix,2010,Motor,883.06,Pago,3
CLI0105,Hugo Costa,2023-09-21,Chevrolet,Onix,2020,Motor,1468.13,Pago,4
CLI0105,Hugo Costa,2024-09-19,Ford,Ka,2011,Troca de Óleo,636.62,Pago,2
CLI0105,Hugo Costa,2024-06-28,BMW,Série 3,2010,Pintura,1464.62,Pago,3
CLI0105,Hugo Costa,2024-07-14,Volkswagen,Polo,2022,Balanceamento,1106.39,Pendente,3
CLI0105,Hugo Costa,2025-02-19,Honda,Fit,2010,Freios,1033.11,Pago,1
CLI0105,Hugo Costa,2024-05-01,Kia,Cerato,2017,Motor,184.1,Pago,2
CLI0105,Hugo Costa,2024-11-03,Hyundai,Creta,2022,Alinhamento,333.79,Pago,4
CLI0105,Hugo Costa,2025-02-07,Honda,Fit,2013,Elétrica,510.75,Pago,1
CLI0106,Pedro Pereira,2025-06-29,BMW,Série 1,2012,Suspensão,585.96,Pago,3
CLI0106,Pedro Pereira,2024-08-04,BMW,X3,2017,Pintura,177.02,Pago,4
CLI0106,Pedro Pereira,2024-10-15,Audi,A4,2012,Suspensão,1106.48,Pago,5
CLI0106,Pedro Pereira,2025-04-20,Honda,HR-V,2013,Alinhamento,738.19,Pago,3
CLI0106,Pedro Pereira,2023-10-23,Kia,Seltos,2011,Troca de Óleo,643.72,Pendente,4
CLI0106,Pedro Pereira,2024-02-12,Hyundai,Tucson,2021,Balanceamento,1145.1,Pago,2
CLI0106,Pedro Pereira,2024-09-10,Volkswagen,T-Cross,2010,Alinhamento,1260.15,Pago,5
CLI0106,Pedro Pereira,2024-12-03,Chevrolet,Onix,2022,Troca de Óleo,273.33,Pago,4
CLI0106,Pedro Pereira,2023-12-22,Volkswagen,T-Cross,2012,Elétrica,1364.85,Pago,1
CLI0106,Pedro Pereira,2023-12-17,Volkswagen,T-Cross,2011,Balanceamento,1131.07,Pago,5
CLI0106,Pedro Pereira,2024-11-05,Volkswagen,T-Cross,2021,Revisão,591.14,Pago,1
CLI0106,Pedro Pereira,2024-05-08,Ford,Focus,2012,Motor,718.51,Pago,3
CLI0106,Pedro Pereira,2024-01-31,Toyota,Yaris,2015,Suspensão,972.56,Pendente,1
CLI0106,Pedro Pereira,2024-06-08,Volkswagen,Gol,2018,Pneus,1161.34,Pago,1
CLI0106,Pedro Pereira,2025-04-21,Ford,Ka,2023,Motor,1248.89,Pago,3
CLI0107,Ricardo Rodrigues,2025-08-15,BMW,X1,2018,Balanceamento,559.86,Pago,2
CLI0107,Ricardo Rodrigues,2025-02-25,Volkswagen,Virtus,2022,Elétrica,647.39,Pendente,2
CLI0107,Ricardo Rodrigues,2023-12-27,Chevrolet,S10,2018,Pneus,1255.78,Pago,5
CLI0107,Ricardo Rodrigues,2025-06-03,Hyundai,HB20,2016,Elétrica,1378.25,Pago,2
CLI0107,Ricardo Rodrigues,2023-10-01,Audi,A4,2014,Motor,251.57,Pago,5
CLI0108,Sofia Neves,2024-10-17,Ford,Ka,2010,Revisão,372.42,Pago,2
CLI0108,Sofia Neves,2025-10-06,Chevrolet,Tracker,2012,Pneus,238.82,Pago,1
CLI0108,Sofia Neves,2024-01-20,Toyota,RAV4,2022,Suspensão,111.65,Pago,5
CLI0108,Sofia Neves,2025-07-01,Toyota,RAV4,2011,Alinhamento,112.76,Pago,1
CLI0108,Sofia Neves,2024-02-08,Honda,HR-V,2019,Pneus,317.93,Pago,1
CLI0108,Sofia Neves,2024-03-30,Volkswagen,Virtus,2015,Freios,1289.95,Pago,5
CLI0108,Sofia Neves,2024-07-06,Hyundai,HB20,2011,Balanceamento,1156.7,Pago,2
CLI0108,Sofia Neves,2024-08-16,Ford,Focus,2021,Revisão,1390.14,Pendente,4
CLI0108,Sofia Neves,2024-11-11,Kia,Cerato,2017,Revisão,312.23,Pago,4
CLI0109,Pedro Lima,2023-07-03,Hyundai,Creta,2016,Revisão,1154.04,Pago,4
CLI0109,Pedro Lima,2023-03-18,Hyundai,Creta,2017,Motor,1071.86,Pago,1
CLI0109,Pedro Lima,2023-02-18,BMW,Série 1,2011,Suspensão,461.24,Pago,3
CLI0109,Pedro Lima,2024-10-29,Audi,Q3,2018,Suspensão,471.35,Pago,2
CLI0109,Pedro Lima,2023-02-05,Audi,A4,2012,Troca de Óleo,1498.15,Pago,1
CLI0109,Pedro Lima,2024-01-05,Audi,A3,2011,Freios,622.48,Pago,1
CLI0109,Pedro Lima,2023-05-17,Honda,CR-V,2013,Motor,340.38,Pago,4
CLI0110,Pedro Carvalho,2023-12-16,Mercedes-Benz,GLA,2014,Balanceamento,910.79,Pago,4
CLI0110,Pedro Carvalho,2024-04-20,Audi,Q5,2017,Pintura,454.39,Pago,1
CLI0111,Gabriela Souza,2023-12-10,Audi,Q5,2013,Freios,93.1,Pago,1
CLI0111,Gabriela Souza,2024-08-20,Toyota,Hilux,2016,Balanceamento,1034.85,Pago,5
CLI0112,Daniel Carvalho,2023-07-05,Honda,Fit,2022,Elétrica,342.8,Pago,4
CLI0112,Daniel Carvalho,2024-08-26,Volkswagen,Virtus,2022,Pintura,842.6,Pendente,1
CLI0112,Daniel Carvalho,2024-06-11,Honda,Fit,2017,Motor,1286.67,Pago,1
CLI0112,Daniel Carvalho,2023-05-01,Ford,Ka,2021,Freios,762.65,Pago,4
CLI0112,Daniel Carvalho,2024-08-09,Honda,Fit,2020,Pintura,1043.79,Pago,4
CLI0112,Daniel Carvalho,2024-10-24,Ford,Focus,2016,Alinhamento,767.3,Pendente,5
CLI0112,Daniel Carvalho,2025-02-18,BMW,X3,2015,Troca de Óleo,90.81,Pago,3
CLI0112,Daniel Carvalho,2024-03-20,Kia,Sportage,2022,Motor,601.83,Pago,3
CLI0112,Daniel Carvalho,2024-05-23,BMW,X1,2020,Pneus,409.04,Pago,5
CLI0112,Daniel Carvalho,2023-06-23,Honda,CR-V,2011,Motor,296.18,Pago,1
CLI0113,Luiz Carvalho,2025-09-26,Mercedes-Benz,GLA,2014,Troca de Óleo,1059.14,Pago,3
CLI0113,Luiz Carvalho,2024-12-13,Kia,Seltos,2015,Balanceamento,191.7,Pago,2
CLI0113,Luiz Carvalho,2024-11-01,Audi,A4,2012,Balanceamento,484.31,Pendente,2
CLI0113,Luiz Carvalho,2025-04-14,Honda,HR-V,2014,Alinhamento,118.92,Pendente,4
CLI0113,Luiz Carvalho,2024-07-11,Kia,Sportage,2021,Balanceamento,187.36,Pago,1
CLI0113,Luiz Carvalho,2025-06-25,Hyundai,Tucson,2016,Pneus,553.61,Pago,3
CLI0113,Luiz Carvalho,2025-04-22,Volkswagen,T-Cross,2020,Pintura,504.36,Pago,3
CLI0113,Luiz Carvalho,2025-08-23,Hyundai,Tucson,2020,Pintura,311.87,Pago,5
CLI0114,Nuno Rocha,2023-02-14,Kia,Seltos,2013,Elétrica,438.51,Pago,5
CLI0114,Nuno Rocha,2023-10-25,Kia,Sportage,2018,Pneus,578.2,Pago,2
CLI0114,Nuno Rocha,2024-07-08,Volkswagen,T-Cross,2016,Motor,1297.27,Pendente,2
CLI0114,Nuno Rocha,2023-10-03,Volkswagen,Virtus,2020,Freios,421.85,Pago,4
CLI0114,Nuno Rocha,2023-04-08,Honda,HR-V,2013,Troca de Óleo,406.1,Pago,4
CLI0114,Nuno Rocha,2023-12-17,Hyundai,Tucson,2016,Troca de Óleo,342.89,Pago,1
CLI0114,Nuno Rocha,2023-04-28,Volkswagen,Polo,2020,Troca de Óleo,1447.49,Pago,1
CLI0114,Nuno Rocha,2022-10-02,Honda,CR-V,2019,Alinhamento,1307.4,Pendente,4
CLI0114,Nuno Rocha,2023-08-14,Honda,Fit,2023,Freios,392.26,Pago,5
CLI0114,Nuno Rocha,2022-12-08,Hyundai,Elantra,2017,Revisão,395.21,Pago,3
CLI0114,Nuno Rocha,2023-07-10,Kia,Seltos,2022,Pneus,1406.48,Pago,1
CLI0114,Nuno Rocha,2023-02-02,Chevrolet,Tracker,2017,Suspensão,418.74,Pago,4
CLI0114,Nuno Rocha,2024-02-04,BMW,X1,2015,Pintura,664.48,Pago,3
CLI0114,Nuno Rocha,2023-01-02,BMW,Série 1,2021,Motor,1240.98,Pago,5
CLI0115,Bruno Souza,2025-04-16,Toyota,Hilux,2014,Pintura,607.8,Pago,3
CLI0116,Bruno Fernandes,2025-03-31,Honda,HR-V,2023,Elétrica,613.28,Pendente,4
CLI0116,Bruno Fernandes,2024-01-16,Volkswagen,Gol,2023,Pneus,481.26,Pago,2
CLI0116,Bruno Fernandes,2024-07-22,BMW,Série 1,2022,Troca de Óleo,447.35,Pago,4
CLI0116,Bruno Fernandes,2024-08-24,Mercedes-Benz,Classe A,2021,Suspensão,1321.3,Pago,2
CLI0116,Bruno Fernandes,2025-04-14,Volkswagen,Gol,2015,Suspensão,923.07,Pago,3
CLI0116,Bruno Fernandes,2024-08-06,Toyota,Corolla,2020,Freios,963.73,Pago,2
CLI0116,Bruno Fernandes,2023-05-03,Mercedes-Benz,GLC,2020,Alinhamento,504.9,Pago,2
CLI0116,Bruno Fernandes,2024-01-10,Hyundai,Creta,2023,Balanceamento,1044.34,Pago,3
CLI0116,Bruno Fernandes,2024-08-04,Audi,Q3,2014,Freios,1046.83,Pago,3
CLI0116,Bruno Fernandes,2023-11-19,Honda,Fit,2015,Freios,620.57,Pago,5
CLI0116,Bruno Fernandes,2023-12-15,Toyota,Corolla,2018,Balanceamento,958.61,Pendente,4
CLI0116,Bruno Fernandes,2023-11-19,Volkswagen,Polo,2010,Suspensão,946.11,Pago,2
CLI0116,Bruno Fernandes,2023-07-30,BMW,Série 3,2019,Revisão,70.47,Pago,4
CLI0116,Bruno Fernandes,2025-03-19,Audi,A3,2013,Pneus,326.29,Pago,3
CLI0116,Bruno Fernandes,2024-02-18,Audi,Q5,2012,Suspensão,1291.69,Pago,3
CLI0117,Kelly Souza,2024-05-16,Chevrolet,Cruze,2012,Suspensão,1199.07,Pago,3
CLI0117,Kelly Souza,2023-02-19,Kia,Seltos,2013,Motor,895.21,Pago,1
CLI0117,Kelly Souza,2022-07-03,Audi,Q3,2023,Motor,1462.88,Pago,2
CLI0117,Kelly Souza,2024-06-22,Mercedes-Benz,GLA,2021,Balanceamento,421.53,Pago,1
CLI0117,Kelly Souza,2022-08-15,BMW,Série 3,2017,Motor,1495.27,Pendente,5
CLI0117,Kelly Souza,2024-06-18,Toyota,Corolla,2014,Pintura,948.5,Pago,4
CLI0117,Kelly Souza,2024-05-10,BMW,Série 3,2018,Troca de Óleo,891.71,Pago,5
CLI0117,Kelly Souza,2023-11-09,BMW,Série 1,2012,Revisão,510.11,Pago,2
CLI0117,Kelly Souza,2023-03-16,Honda,CR-V,2010,Freios,773.86,Pendente,3
CLI0117,Kelly Souza,2023-06-27,Mercedes-Benz,Classe A,2014,Balanceamento,1252.9,Pendente,5
CLI0117,Kelly Souza,2023-05-09,Mercedes-Benz,GLC,2015,Elétrica,1157.33,Pago,4
CLI0117,Kelly Souza,2022-08-16,Chevrolet,S10,2010,Pneus,315.55,Pago,2
CLI0118,Hugo Pereira,2025-02-26,Mercedes-Benz,Classe C,2017,Troca de Óleo,690.2,Pendente,5
CLI0118,Hugo Pereira,2025-03-16,Audi,Q5,2011,Freios,229.3,Pago,3
CLI0118,Hugo Pereira,2024-05-08,Ford,Ka,2019,Balanceamento,357.97,Pendente,1
CLI0118,Hugo Pereira,2025-04-27,Kia,Cerato,2016,Revisão,406.93,Pago,1
CLI0118,Hugo Pereira,2024-10-07,Toyota,Yaris,2020,Revisão,621.55,Pago,1
CLI0118,Hugo Pereira,2024-10-02,Ford,Focus,2011,Elétrica,1254.51,Pago,4
CLI0118,Hugo Pereira,2025-08-10,Volkswagen,Gol,2015,Troca de Óleo,1001.45,Pendente,3
CLI0118,Hugo Pereira,2025-06-10,Ford,Ranger,2023,Troca de Óleo,1212.26,Pago,1
CLI0118,Hugo Pereira,2024-01-17,Hyundai,Tucson,2011,Suspensão,419.99,Pago,4
CLI0118,Hugo Pereira,2024-02-05,Toyota,Hilux,2012,Suspensão,1180.26,Pago,2
CLI0118,Hugo Pereira,2024-03-08,Volkswagen,T-Cross,2022,Suspensão,1117.04,Pendente,5
CLI0118,Hugo Pereira,2024-03-19,BMW,X1,2023,Motor,793.35,Pago,4
CLI0119,Gabriela Vieira,2022-12-27,Kia,Seltos,2011,Suspensão,1225.94,Pago,4
CLI0119,Gabriela Vieira,2024-01-02,Mercedes-Benz,Classe C,2010,Pintura,545.53,Pago,2
CLI0119,Gabriela Vieira,2024-01-20,Ford,EcoSport,2018,Pintura,171.76,Pago,1
CLI0119,Gabriela Vieira,2023-07-30,Volkswagen,Polo,2012,Alinhamento,1270.23,Pago,3
CLI0119,Gabriela Vieira,2023-10-31,Toyota,Corolla,2010,Pintura,206.07,Pago,1
CLI0119,Gabriela Vieira,2023-07-16,Kia,Rio,2015,Alinhamento,899.07,Pago,1
CLI0119,Gabriela Vieira,2022-07-22,Audi,Q3,2022,Freios,1272.22,Pago,4
CLI0119,Gabriela Vieira,2024-03-18,Volkswagen,Virtus,2019,Elétrica,1148.16,Pago,3
CLI0120,Olivia Rodrigues,2023-04-27,Chevrolet,S10,2011,Balanceamento,426.01,Pago,4
CLI0120,Olivia Rodrigues,2024-04-17,Toyota,Corolla,2016,Revisão,69.29,Pago,4
CLI0120,Olivia Rodrigues,2024-09-25,Mercedes-Benz,GLA,2014,Balanceamento,1229.04,Pago,4
CLI0120,Olivia Rodrigues,2023-08-23,Honda,HR-V,2012,Troca de Óleo,326.66,Pago,2
CLI0120,Olivia Rodrigues,2022-11-14,Chevrolet,Cruze,2020,Freios,992.12,Pago,5
CLI0120,Olivia Rodrigues,2023-05-01,Honda,CR-V,2022,Elétrica,264.84,Pago,1
CLI0121,Nuno Almeida,2023-11-15,Audi,Q5,2017,Troca de Óleo,1296.7,Pago,2
CLI0121,Nuno Almeida,2024-04-08,Kia,Seltos,2010,Motor,61.42,Pago,4
CLI0121,Nuno Almeida,2024-08-10,Audi,A4,2010,Elétrica,629.54,Pago,5
CLI0122,Isabela Rocha,2025-10-05,Audi,Q3,2021,Troca de Óleo,816.05,Pago,3
CLI0122,Isabela Rocha,2025-05-30,Honda,CR-V,2020,Suspensão,1339.25,Pago,5
CLI0122,Isabela Rocha,2025-09-02,BMW,Série 1,2021,Suspensão,80.17,Pago,2
CLI0122,Isabela Rocha,2025-03-05,BMW,Série 1,2013,Pintura,368.57,Pendente,3
CLI0122,Isabela Rocha,2025-07-19,Audi,Q3,2014,Suspensão,1441.71,Pago,3
CLI0122,Isabela Rocha,2025-03-08,Ford,Ranger,2014,Revisão,1017.23,Pago,2
CLI0122,Isabela Rocha,2024-04-19,Kia,Seltos,2011,Suspensão,1417.43,Pago,2
CLI0122,Isabela Rocha,2024-06-12,Hyundai,HB20,2010,Motor,1327.31,Pago,2
CLI0122,Isabela Rocha,2024-05-07,Hyundai,HB20,2022,Revisão,539.72,Pago,2
CLI0122,Isabela Rocha,2024-03-13,Hyundai,Creta,2017,Alinhamento,1490.81,Pago,1
CLI0122,Isabela Rocha,2025-06-03,Volkswagen,Polo,2023,Pintura,926.22,Pago,1
CLI0122,Isabela Rocha,2025-02-01,Audi,A3,2011,Balanceamento,934.0,Pago,1
CLI0122,Isabela Rocha,2025-06-08,Toyota,Corolla,2012,Revisão,1312.76,Pendente,2
CLI0122,Isabela Rocha,2024-09-05,Audi,Q5,2021,Revisão,273.73,Pago,2
CLI0122,Isabela Rocha,2024-03-15,Chevrolet,Cruze,2016,Troca de Óleo,405.71,Pago,3
CLI0123,Hugo Oliveira,2025-03-11,Ford,Focus,2014,Motor,1087.04,Pago,2
CLI0123,Hugo Oliveira,2024-03-14,Hyundai,Tucson,2022,Pneus,250.09,Pago,4
CLI0123,Hugo Oliveira,2025-01-22,Hyundai,Elantra,2010,Elétrica,261.1,Pago,5
CLI0123,Hugo Oliveira,2023-12-21,Honda,CR-V,2015,Suspensão,1473.82,Pago,1
CLI0123,Hugo Oliveira,2024-11-16,Toyota,Hilux,2019,Troca de Óleo,1467.71,Pendente,5
CLI0124,Olivia Vieira,2024-11-29,Mercedes-Benz,Classe A,2021,Motor,1368.38,Pago,3
CLI0124,Olivia Vieira,2025-03-20,Kia,Cerato,2021,Suspensão,696.97,Pago,5
CLI0124,Olivia Vieira,2025-06-27,Kia,Seltos,2021,Motor,1337.13,Pago,4
CLI0124,Olivia Vieira,2024-04-16,Volkswagen,Gol,2010,Pintura,535.01,Pago,2
CLI0124,Olivia Vieira,2025-03-12,Hyundai,Elantra,2013,Revisão,791.92,Pago,3
CLI0125,Daniel Santos,2024-09-20,Ford,Focus,2010,Pintura,909.13,Pago,3
CLI0125,Daniel Santos,2024-02-15,Hyundai,HB20,2021,Troca de Óleo,1270.3,Pago,5
CLI0125,Daniel Santos,2023-12-07,Honda,Civic,2022,Revisão,700.67,Pago,1
CLI0125,Daniel Santos,2024-03-18,BMW,Série 3,2022,Balanceamento,870.12,Pago,5
CLI0125,Daniel Santos,2024-08-10,Chevrolet,Tracker,2014,Alinhamento,1017.04,Pago,5
CLI0125,Daniel Santos,2024-10-28,Ford,EcoSport,2018,Pneus,202.58,Pago,2
CLI0125,Daniel Santos,2023-12-14,Audi,A3,2012,Suspensão,1251.23,Pago,1
CLI0125,Daniel Santos,2024-02-18,Ford,EcoSport,2013,Elétrica,163.21,Pago,4
CLI0125,Daniel Santos,2024-08-03,Hyundai,Tucson,2023,Alinhamento,897.24,Pago,4
CLI0125,Daniel Santos,2024-11-14,Audi,Q5,2023,Freios,259.3,Pago,4
CLI0125,Daniel Santos,2023-04-21,Hyundai,HB20,2021,Pneus,710.38,Pago,2
CLI0125,Daniel Santos,2024-07-04,BMW,X1,2019,Suspensão,209.99,Pago,3
CLI0125,Daniel Santos,2023-01-20,Hyundai,Creta,2011,Motor,492.14,Pago,3
CLI0126,Ricardo Silva,2022-05-04,Ford,Ranger,2022,Balanceamento,661.55,Pendente,3
CLI0126,Ricardo Silva,2023-01-21,Chevrolet,S10,2023,Elétrica,53.02,Pago,1
CLI0126,Ricardo Silva,2022-05-21,Mercedes-Benz,GLA,2019,Alinhamento,870.36,Pendente,4
CLI0126,Ricardo Silva,2023-08-05,Kia,Cerato,2022,Freios,781.91,Pago,4
CLI0126,Ricardo Silva,2024-02-18,Audi,Q3,2023,Motor,179.51,Pago,5
CLI0126,Ricardo Silva,2023-05-30,Mercedes-Benz,GLC,2016,Motor,834.44,Pendente,4
CLI0126,Ricardo Silva,2023-01-15,Honda,HR-V,2021,Troca de Óleo,879.39,Pago,3
CLI0126,Ricardo Silva,2023-11-01,Honda,Civic,2013,Balanceamento,835.66,Pago,5
CLI0127,Carla Lima,2023-03-10,Audi,A3,2011,Pintura,310.63,Pago,2
CLI0127,Carla Lima,2023-05-07,Kia,Seltos,2011,Pintura,929.94,Pago,1
CLI0127,Carla Lima,2024-01-14,Toyota,Yaris,2016,Freios,651.66,Pago,3
CLI0127,Carla Lima,2023-09-24,Volkswagen,Gol,2011,Revisão,835.58,Pago,2
CLI0127,Carla Lima,2023-05-17,Honda,HR-V,2014,Suspensão,1033.98,Pago,3
CLI0127,Carla Lima,2023-03-02,Toyota,Corolla,2014,Suspensão,193.18,Pago,3
CLI0127,Carla Lima,2023-05-20,Mercedes-Benz,Classe C,2010,Pneus,397.45,Pago,2
CLI0127,Carla Lima,2024-01-15,Hyundai,Tucson,2011,Alinhamento,137.92,Pago,4
CLI0127,Carla Lima,2022-11-04,Audi,A3,2016,Pneus,1374.92,Pago,5
CLI0128,Felipe Carvalho,2025-10-11,Honda,HR-V,2022,Pintura,994.75,Pago,5
CLI0128,Felipe Carvalho,2025-01-09,Audi,A3,2023,Pintura,345.01,Pendente,3
CLI0128,Felipe Carvalho,2025-05-26,Ford,Ranger,2018,Suspensão,1443.96,Pago,1
CLI0128,Felipe Carvalho,2023-11-21,Audi,A4,2020,Freios,50.79,Pendente,4
CLI0128,Felipe Carvalho,2024-08-25,Kia,Rio,2023,Suspensão,1498.9,Pago,2
CLI0128,Felipe Carvalho,2025-07-11,Hyundai,Elantra,2010,Freios,1121.82,Pago,3
CLI0128,Felipe Carvalho,2024-02-19,Mercedes-Benz,Classe C,2023,Freios,1101.36,Pendente,4
CLI0128,Felipe Carvalho,2024-06-22,Kia,Rio,2020,Motor,971.0,Pendente,4
CLI0128,Felipe Carvalho,2024-08-25,Chevrolet,Tracker,2015,Pneus,716.71,Pago,1
CLI0128,Felipe Carvalho,2025-10-28,Ford,Focus,2019,Elétrica,56.2,Pago,2
CLI0129,Pedro Dias,2024-06-05,Audi,Q5,2018,Revisão,1191.59,Pago,1
CLI0129,Pedro Dias,2024-05-18,Toyota,RAV4,2020,Revisão,561.84,Pago,5
CLI0129,Pedro Dias,2023-11-15,Mercedes-Benz,GLC,2023,Troca de Óleo,230.91,Pago,2
CLI0129,Pedro Dias,2024-02-12,Toyota,Hilux,2021,Troca de Óleo,1149.71,Pago,3
CLI0129,Pedro Dias,2023-05-29,Honda,CR-V,2022,Pneus,389.67,Pago,3
CLI0129,Pedro Dias,2022-12-21,Volkswagen,T-Cross,2021,Balanceamento,353.18,Pago,4
CLI0129,Pedro Dias,2023-03-07,Volkswagen,T-Cross,2012,Pintura,330.97,Pago,5
CLI0130,Gabriela Fernandes,2023-02-14,Honda,HR-V,2021,Revisão,234.77,Pendente,2
CLI0130,Gabriela Fernandes,2024-02-05,Volkswagen,Polo,2023,Troca de Óleo,1488.33,Pago,5
CLI0130,Gabriela Fernandes,2024-05-09,Volkswagen,T-Cross,2010,Suspensão,979.4,Pendente,1
CLI0130,Gabriela Fernandes,2023-07-15,Mercedes-Benz,GLA,2014,Revisão,1036.25,Pago,3
CLI0130,Gabriela Fernandes,2024-01-30,Toyota,Hilux,2010,Alinhamento,1381.67,Pago,3
CLI0130,Gabriela Fernandes,2022-08-24,Mercedes-Benz,GLC,2015,Revisão,1326.14,Pago,2
CLI0130,Gabriela Fernandes,2024-07-25,Mercedes-Benz,Classe C,2013,Pneus,288.5,Pago,1
CLI0130,Gabriela Fernandes,2022-09-16,Audi,Q5,2022,Troca de Óleo,909.17,Pago,3
CLI0130,Gabriela Fernandes,2023-05-02,Chevrolet,Onix,2017,Pneus,1440.26,Pago,3
CLI0130,Gabriela Fernandes,2024-02-02,Chevrolet,Onix,2022,Balanceamento,948.37,Pago,4
CLI0131,Bruno Almeida,2022-11-27,Honda,Civic,2010,Suspensão,504.26,Pago,1
CLI0131,Bruno Almeida,2022-11-30,Toyota,RAV4,2010,Alinhamento,935.57,Pago,1
CLI0131,Bruno Almeida,2024-06-15,Toyota,Corolla,2014,Suspensão,632.44,Pago,4
